,"Cash Flows from/Used in Operating Activities, Direct","Net Cash Flow from Continuing Operating Activities, Direct","Cash Receipts from Operating Activities, Direct","Receipts from Customers, Direct","Receipts from Tax Refunds, Direct","Other Cash Receipts from Operating Activities, Direct","Cash Payments from Operating Activities, Direct","Payments to Suppliers for Goods and Services, Direct","Payments to Employees, Direct","Taxes Paid, Direct","Other Cash Payments from Operating Activities, Direct","Cash Flow from Operating Activities, Indirect","Net Cash Flow from Continuing Operating Activities, Indirect",Cash Generated from Operating Activities,Income/Loss before Non-Cash Adjustment,Total Adjustments for Non-Cash Items,"Depreciation, Amortization and Depletion, Non-Cash Adjustment","Depreciation and Amortization, Non-Cash Adjustment","Depreciation, Non-Cash Adjustment","Amortization, Non-Cash Adjustment","Stock-Based Compensation, Non-Cash Adjustment","Interest and Finance Income/Expenses, Non-Cash Adjustment","Net Investment Income/Loss, Non-Cash Adjustment","Unrealized Gain/Loss on Financial Assets/Liabilities, Non-Cash Adjustment","Gain/Loss for Other Investment, Non-Cash Adjustment","Realized Gain/Loss on Disposal/Sale of Investment Properties, Non-Cash Adjustment","Irregular Income/Loss, Non-Cash Adjustment","Gain/Loss on Disposals, Non-Cash Adjustment","Gain/Loss on Disposal/Sale of Fixed Assets, Non-Cash Adjustment","Write off/Write down/Impairment of Capital Assets Loss/Reversal, Non-Cash Adjustment","Write Down and Write off of Other Assets, Non-Cash Adjustment",Other Non-Cash Items,Changes in Operating Capital,Change in Inventories,Change in Trade and Other Receivables,Change in Trade/Accounts Receivable,Change in Payables and Accrued Expenses,Change in Trade and Other Payables,Change in Trade/Accounts Payable,Change in Deferred Assets/Liabilities,Other Operating Cash Flow,Cash Flow from Investing Activities,Cash Flow from Continuing Investing Activities,"Purchase/Sale and Disposal of Property, Plant and Equipment, Net","Purchase of Property, Plant and Equipment","Sale and Disposal of Property, Plant and Equipment","Purchase/Sale of Investments, Net",Purchase of Investments,Sale of Investments,Other Investing Cash Flow,Cash Flow from Financing Activities,Cash Flow from Continuing Financing Activities,Cash Dividends and Interest Paid,Other Financing Cash Flow,"Cash and Cash Equivalents, End of Period",Change in Cash,Effect of Exchange Rate Changes,"Cash and Cash Equivalents, Beginning of Period",Cash Flow Supplemental Section,"Change in Cash as Reported, Supplemental"
Earnings Yield (Joel Greenblatt) %,-0.02414738555499472,-0.023560629828687372,0.07433057997075326,0.04882063410633385,0.010662276668027933,0.02175936047338525,-0.07379876123484498,-0.07971699987188115,0.023036174585267747,0.018904971907510146,-0.026935421078230888,-0.030845661296826973,-0.024143631448660125,-0.0017362625975466698,-0.01060994728556551,0.01093703006376973,0.01866708814013982,0.008186304267248246,0.028557401463336875,-0.0012665056557936642,0.022514889025827364,0.0362404195262175,0.027001082115520495,0.024826615250457068,0.006646276274042092,-0.004122702984896956,0.013752580627864084,0.017866571621472503,0.009411256756683388,0.03587132198181666,-0.017057542551219267,-0.014525486098060219,0.061316108410805086,0.06243981806958751,0.07154488249263198,0.0463177904950296,0.017024762300275203,0.02091957875843751,0.022766305569465763,0.014926508887280221,0.03353571369419693,0.013608837831353313,0.02586141021144019,0.05443101834979635,0.02980066827405068,0.04030744219017635,-0.026118331785931696,0.05477740236530561,0.05737336398504069,0.014040947949948496,0.03883363672042223,0.047024459758375,0.028487752496525704,-0.01205818551163659,0.05887705714450206,-0.058018051055593635,0.011365955169836068,0.053947888380753484,0.01876710216271002,-0.04232972124085389
Forward Rate of Return (Yacktman) %,-0.03559221695413131,-0.03495720138816352,0.0802663028287011,0.09519520588068985,0.008446025240837844,0.013875065371777025,-0.06257049038212067,-0.02047009368653584,-0.01149841285696169,-0.014760674056011353,0.005484618734992411,-0.035268677932894434,-0.03503327048552395,0.015740670148596505,-0.01983607854125224,0.01623136274051902,0.008052999898413772,0.010242031727541663,0.015391851891685078,0.0132033546841332,0.0317376942233349,0.025079253809754672,0.034537732390473225,0.04152381339815997,0.07107948020589294,-0.01680782092249757,0.023435451953917545,0.10799080264904613,0.06448425197858103,0.005868691038521347,0.037680941393906035,-0.04102165153978339,0.08914198682161247,0.08980358836627111,0.028054844156934145,0.0289281766324542,0.00833568150378071,0.010847816624826326,0.010735704327195221,0.019327868054301586,0.03368308287623468,0.05146460459443171,0.04802500234624447,0.06989135726825896,0.10116513771334144,0.03135130275899176,0.00591543431681359,0.12920619350335397,0.10654497197641395,0.03172177925840379,0.013098090426213967,0.01839532546269541,0.034102662584377955,0.011128207520807372,0.10405262993308605,-0.03961594149219149,0.039463330461187225,0.028278600670927308,-0.017645633160828435,-0.03970681640387112
Shiller PE Ratio,-0.051568501775492416,-0.05582591150706018,0.0070096063248743365,0.05572408964062834,-0.004035614527898779,0.007049074190730548,-0.07632439609766765,-0.07017438538275769,-0.054692206983546994,-0.0519670636622892,-0.016449778228633267,-0.022548105181157616,-0.05503304513163097,-0.014845746086992562,-0.009752738983374684,0.010710837671934228,0.009863537599193497,0.005322541658976876,0.03970026281534892,0.014585296929171404,0.02600077528249768,0.006855308048985771,0.0009227339784311176,0.007112555245155883,0.005730771484158024,-0.0136340515841774,0.023856360074184263,0.03886429722109639,0.03581470961725189,0.010938169914817188,-0.01671180825631141,-0.014145743955393818,0.07682548145550475,0.0507093166461201,-0.01646701610280305,-0.014262103509722268,0.008729716860355697,0.02782046168946125,0.009413809659985669,0.027189531774418546,0.0530998306419396,-0.05114480740335626,-0.05097086042981502,0.001382696326928374,0.03661515863142867,0.027901269615358312,-0.04510072376070844,0.06068675974901894,0.050187493496907334,0.03319628544004416,-0.01865223023165596,-0.030699916956522626,-0.05554638268430118,-0.0057930379781208135,0.036326701995265304,-0.04998855015458679,0.04014268251105459,-0.03265675662080777,0.022724302907885068,-0.0630238203399005
Dividend Yield %,-0.012948333144705346,-0.013416271286828388,-0.10876631267022593,-0.015650386634443368,0.007902915962361111,0.008428248763868787,-0.09098594732940231,-0.10428720582350479,0.04659675325897081,0.04141688848082031,0.039190753207256485,-0.013275747592750155,-0.01447076514297604,-0.03758952305358183,-0.04532484161204395,-0.041499431191690285,-0.02133930651047325,-0.020230837295697614,0.004561331222786193,-0.007765321638401653,0.05265646985621392,-0.021481624274505277,0.0042490256915561075,-0.0062224175193532905,-0.05728223390016628,-0.013662838012724107,-0.04729084908623622,-0.021503761748955647,-0.026710933643916388,0.021528787963420268,-0.021339441039616585,-0.01681807015219587,0.018321336318681797,0.017197193926420794,0.018118757301627722,0.01579335983472786,-0.0485626949481024,-0.04515857106859197,-0.05512644162416592,-0.05411437950521718,-0.058385582066586846,0.06534993605561329,0.017947599436222806,0.02382803285993699,-0.015171595561783494,0.005366333652730692,0.03313471147107838,-0.024627591032277654,0.014448712848421013,0.008836994241471437,-0.006890574064028491,-0.01030781164186458,0.3286472137305203,-0.04604128370537317,0.03545039054514278,0.03041222055447737,-0.0012647327368159643,0.012809155504074157,0.011926320966020141,0.018718983230523442
Market Cap,-0.011785502227306972,0.005972394410353799,0.011831066967288448,0.02518091649888849,-0.020843832227767478,0.0041928772787703395,0.041208027834204256,0.0366021951236429,0.018689851362016445,0.012839412389949944,0.03126777243477429,-0.01085220876566231,0.004345376309758542,0.012856710194983662,0.0013078785679537276,0.018074246065850706,0.014093378551163216,0.014483523032486375,0.0019402053710637689,0.053061075301196636,0.006431569739386977,0.011480731674793285,0.029982965544560345,0.0028924665851888607,0.025035073171356215,0.011389370785875947,0.000875813322982298,-0.0047018852319550344,-0.0015219354291079387,0.050424968117236055,0.008496079247060879,0.058988898915671,0.03195384063986932,0.006457305858411632,0.025205166780688425,0.014321333868465281,0.022058569017558583,0.03258674046611195,0.02100194056921869,0.002385194920806143,0.03162381158372117,0.026074988541329253,0.016991316798677675,0.015577623020876234,0.024760104510543966,-0.0009213378644438816,0.02464062420960832,0.011806497525847311,0.0146984142852968,0.006372900565003183,0.023500843635740218,0.020656720087123548,0.03392456267324139,0.06041379322559114,0.031976911806386114,0.052548054178001076,0.013673272356096158,0.03063338698175728,0.03268458382867528,0.02915527441964916
Enterprise Value,-0.012001381714439398,-0.01181518664781596,0.000946198943328834,0.021119035273443505,-0.008978527140920817,-0.018877833096744012,0.04113800916486915,0.04864506626164274,0.01687260530956718,0.01623942264821377,0.03785496357838899,-0.021971402306997206,-0.01674164891349318,0.10089443812827498,0.05069876277826793,0.012305092225008585,0.02777808669856755,0.029216433484955142,0.008349828143764485,0.08038409595701783,0.03188151014485625,0.01207839011181559,0.01852496515679762,0.029817646862768114,0.028821162205336457,0.02255233359594725,0.022919249270883804,0.026165338769558066,0.018572821660828905,0.06738162303798713,0.023737842342459996,0.022414644962493527,0.010262382285803999,0.03138248060814221,0.024957130753894198,0.0256858365646153,0.021388084617150083,0.0177920066003023,0.018850760380627926,0.012123766507564783,0.03537793343964423,-0.003221805586115617,-0.006294985508182518,0.01925158419541447,-0.005739188177032626,0.019594836755245145,0.06966403878948371,0.05441992940379198,0.05368538927017919,0.0010226303701143884,0.002317916632090793,0.011008099916567562,0.0326156433427639,0.03829157563864323,0.030290812615622876,0.011684837795671508,0.006677198920298451,0.02148839626886905,0.03629112586572885,0.025139054741515805
Month End Stock Price.1,-0.03262683542998504,-0.02858746117063884,0.08066766334990719,0.04744868331316109,0.010222368393245217,0.027251598418963453,-0.0702754890326337,-0.06940633230441362,0.025804301212593767,0.021217838798386967,-0.032047300141652975,-0.028122762380906267,-0.027877830377729822,-0.003200259056571655,-0.005337763994755787,0.015194234141440643,0.012515861669981174,0.014415247978526061,0.02876797706446267,0.006552194758686037,0.05304363638647547,0.016021469650728752,0.0199416170899009,0.019135446573797017,0.009778664262785182,0.0014852276136497035,0.022215844848174193,0.026215417941647563,0.018962829647376056,0.012615361557963577,-0.007251404559091394,0.0069095302423688295,0.055188606421106,0.0572331255971216,0.05239490964751686,0.0524540575980162,0.012761014565245837,0.008957944916731457,0.009469812335254707,0.01563765642443804,0.044669728002173684,0.02589181606489675,0.02984463991731761,0.05461885753236789,0.05920598812340028,0.04347977923344239,-0.03098842118275962,0.049656600780122365,0.052035680209656494,0.02713664501189859,0.05660397752166915,0.05642119652787512,-0.04192565540016307,-0.00819194726244838,0.08978311720816441,-0.046610897862967474,0.01054737054885767,0.05762485541484346,0.026817678916816825,-0.04379561405115793
Net Cash per Share,0.14061206166669166,0.14555307635637327,0.29119709504112395,0.20145979287247814,0.07461462790702478,0.19597062548760796,0.19573910819533213,0.12762318672665957,0.019556452673674212,0.032922495376639035,0.14601798148919581,0.1482069841383761,0.1456961492554992,0.1551437424912358,0.08858682181944724,0.12427769027719954,0.09317060948319064,0.12572090469333003,0.13998812439385594,0.13005591786438755,0.164302503270866,0.07874289297623996,0.1643322560588175,0.06721705113344907,0.1488028220995745,0.1297720177042244,0.11506908744681267,0.20211198709022912,0.16073085130735779,0.08742950932811137,0.07765917788161988,0.1467668629876497,0.2171107395825247,0.189297719137485,0.06809027307857878,0.08265974270758597,0.13726756760230238,0.06724611707131477,0.09047500879687558,0.09118326206979145,0.20726249249494966,0.11043661435607564,0.08930700985824146,0.11303490695612996,0.16811983493877955,0.14155714802727587,0.056246341755454066,0.21879255846947887,0.1969403787795501,0.211211324233741,0.16360377708819795,0.03575666915842351,0.09367761601122773,0.15597901565581218,0.232419414475653,0.11155707842254509,0.07868695761043928,0.09101566392900581,0.20028654195796738,0.09186049839311505
Net Current Asset Value,0.0015241726267024606,0.047830130498584034,0.10684351175782465,0.13734478271123882,0.03367208971258855,0.06282308851436237,0.050709518681314306,0.06916660287190056,0.0011811482034774948,0.004425495968992624,0.020469260089245784,0.00340498009751237,0.09489296459561541,0.03260379764467365,0.03291193777166301,0.03648070744262072,0.06572432178281483,0.06266801742683058,0.06934333719544428,0.060631590471129114,0.07438299162573901,0.036204236144371425,0.1276446522122677,0.12822107524292617,0.04232758400045071,0.1184912494963223,0.07492302955408164,0.08885193669585825,0.166594327709714,0.1090827507313438,0.1016556064965233,0.06906353334993057,0.12782292792429426,0.14801542252224056,0.002014479057080612,0.07905390835206166,0.024988613611810786,0.025238536658577136,0.05119725999875492,0.12870057630911902,0.05906077360946659,0.05042475866304601,-0.01651811815360209,0.13510832341602338,0.13989889462939104,0.09135289016265072,0.021788855042917766,0.18000690358553906,0.22050195774465037,0.13435949615077805,0.010094583596127128,0.01357602576457413,-0.023957264588202885,0.0003430349038957793,0.14124737663267822,-0.021619943638834446,0.033972387535211014,0.01826193134813292,0.09392986398717268,-0.011908876306169509
Net-Net Working Capital,0.0665096319146793,0.10373316747874373,0.20335489816838248,0.1966527593600541,0.06531445064723349,0.1236318847691002,0.12832186907050724,0.11967951943457225,0.014374842307317918,0.027760873018848265,0.06310361642789057,0.06884889504827146,0.1454404842087876,0.0784901244377693,0.08207027485865072,0.08797864841931792,0.1180921341264784,0.1186588233421082,0.11694848920219343,0.11520726605267242,0.1112455613330388,0.07478484350656851,0.10489823263198553,0.07224089683563528,0.07241538508986771,0.06742060020287362,0.1110719521726542,0.11079503960432732,0.09890096413283112,0.111611286082743,0.08500151540055681,0.11463746063874629,0.35204872222548356,0.19644410891919853,0.05522549960927344,0.05518967444095986,0.0763630966120815,0.07997725266335493,0.0776857117936585,0.08728582520507282,0.14016784891895837,0.02173442099320077,0.02324760442373624,0.12924172151378566,0.15158415797174438,0.09411352648798045,0.06736261070572516,0.20447389343807948,0.19880127051156674,0.14363825426729762,0.059371080023079975,0.0655344726093526,0.01359356861207961,0.08161542167995443,0.1935508097075859,0.024321886833779997,0.08506480927342776,0.06989453913274071,0.12508657762072078,0.028075245731309307
Intrinsic Value: Projected FCF,0.012388564050591012,0.01748284139013214,0.06979460579639618,0.05482608894088407,0.0017425748832575073,0.026551422875717923,-0.06733415757383764,-0.06670835648282059,0.05066440970537389,0.051543424653384434,0.03561320486867277,0.0030264725910731853,0.014252259243317177,-0.00030720645914149997,-0.007515245987497683,0.007813213193949191,0.02020748757976295,0.016611959656869693,0.02962645636963045,-0.0032433284146184634,0.03943752742011088,0.0056684090961110715,0.008514237566794645,0.023306876387499207,-0.01436257002799454,-0.0021122475847705578,0.021753030855986417,0.02747706270046397,0.03241828592120041,0.016557907486253985,-0.017133524728193624,-0.001016942011986406,0.01434042490786304,0.009673667507524446,0.06590915802314685,0.06613697861261009,-0.007124084912856106,-0.0027350961786062693,-0.002815172523473026,0.0024271519013115885,0.013289496195090008,0.0349547176719965,0.037250655443702214,0.05751258176436674,0.04245685835996857,0.05953620231545783,-0.04169695251059942,0.041394449650366996,0.009073922643792112,0.024891332025299702,0.06862137298291748,0.06547061306666467,-0.027792669771866473,-0.029449768738656117,0.006802802016417609,-0.058664011551294123,0.008948362033723296,0.058438617767989615,0.017025721374024468,-0.03966594364336501
Median PS Value,-0.016842050408560048,-0.024358039584957036,0.02613394312471689,0.05044855093168016,-0.028516380058637967,-0.00673193687203673,-0.10205072986647881,-0.08486418871664,-0.0058515405604538445,-0.007883632354995233,-0.0392448790197075,-0.0246314795317764,-0.024148651528162965,-0.015943126016899907,0.01058702524886077,0.003982851814721415,0.008908708385681353,0.02130519751146248,0.024839427789079365,0.002643497427222018,0.0341844590090951,-0.010353023326619663,0.002116954051419673,0.02344769688674067,-0.023068929248871866,-0.013173996122847498,0.012411921654078808,0.03346569459176213,0.01999178792811484,0.0024064868378910398,-0.030455425518845475,-0.03627180478826743,0.004422247534205236,0.01189376077661174,0.026880550987809768,0.02789531198784735,-0.00917656314341822,-0.008863358693180032,-0.010686838268859423,-0.002909514400134567,-0.01929652416568847,0.01836921578587123,-0.013101546219545181,-0.004694606184818863,-0.04775084834400428,0.03426298638902647,-0.05091245521423673,0.05307643502989387,0.00691232014663835,0.0002679879798992242,0.006166871296761153,-0.020121925020570187,-0.03898562953478812,-0.06266805560669739,0.012251681426485465,-0.04026831102416192,0.0046146034320841915,0.008276560251820225,0.010907003440282007,-0.03353612154951742
Peter Lynch Fair Value,-0.017353426321419597,-0.014907504983041116,-0.02877161171706436,-0.011291307402240096,0.004203420956409121,0.003908001318998019,-0.03392952707457722,-0.04723098103708938,-0.005858266413835261,-0.0010285619079059625,0.03810498006431449,-0.017942071478557548,-0.018917659688281456,-0.010862275179403686,-0.012663222088488843,-0.019912990448060865,0.005239896536419451,0.0050484463920572025,-0.0012672048519199721,-0.0013482404835688231,0.02890475761279149,0.005730979580005773,-0.005867530833122173,0.023240551007020025,-0.00033105061962361744,-0.006951572381073813,0.00958273850930529,0.028250585495471672,0.01816404342680962,0.04464987165151166,-0.005158524219363153,0.0038589547446329993,0.07459094067505874,0.07338547084961679,0.008841908554289925,0.00891367119465485,0.006699095472622128,-0.0016602988355351226,-0.0006962420267132459,0.003016209001499263,0.03706639522337216,0.00011159103610462002,-0.008510702515613087,0.038087515086333776,0.05618184645097966,0.057359542137397045,0.03384508936532911,-0.008594588707133272,0.06784855108739142,0.013237525657580006,0.016946177558766082,0.014724792526871523,0.008066337377019802,-0.0032441721315551253,0.07430372784400023,0.027297896847013465,-0.008549731195171516,0.011738445112652008,0.019925322368729795,-0.011423221906008193
Graham Number,-0.021935628900699056,-0.021205673657519006,-0.0019029563661630668,0.03613546186932629,-0.008693072879106353,0.014648797349627995,-0.10502278522582711,-0.11269956958574076,0.026457812708579245,0.026106868502540303,0.006244477199944176,-0.01984563085833266,-0.02099628560072493,-0.03646595347548716,-0.025830257107365327,0.010587897238855282,-0.013729653659867044,-0.013793212191629026,-0.001702393342258895,-0.012159664751303092,-0.0022396205780240404,-0.021177356047302455,-0.014636579061118668,-0.003512498685491929,-0.032809080473755595,-0.03986558207289205,-0.011789369553793588,-0.0011048719215245957,-0.007912039963724478,-0.008019745531084062,-0.03833572334861844,0.000511280460851289,0.03550648925299442,0.045141637331046154,0.05551863799404228,0.05450980939618496,-0.004681041235184952,-0.008745619012141655,-0.002685227028633526,-0.0068989815120885966,0.004331705878929183,0.004486397222889827,0.00183280167666922,0.011650453779052276,0.029047205713755457,0.025619340784382747,0.03162625841883836,0.02217699887693539,0.02230238034275953,-0.002725156920823765,0.012918525904789207,0.011103840036870564,0.0010578374496583226,-0.04689034337926153,0.036616817052345964,-0.050055904961001436,0.004712847616429016,0.02793673357236396,0.0003382916301045443,-0.06261787564858941
